Exercise Name,AKA,Week,Methods Used,Completion Status,Problem Model,Solution short,Solution,BestTime (minutes),Tips to remember,Speciality To Recognize It,Problem History,Exercise Link
Croquet,Hop-limited reachability in a unit-disk graph using proximity structure,Week 13,Delaunay triangulation,Learn&ShutUp,"There are n safe locations (points), and the last one is the target t. A shot can move the ball by distance at most d (q = d^2). Alice may start from any of m starting points (not necessarily safe for the first placement), but after that every landing point must be a safe location. For each start point s_i, decide if Alice can reach t in at most k shots. 
","
1. Build Delaunay triangulation of the safe points

This gives a sparse proximity structure to search neighbors and (in one regime) to preserve connectivity.
2. Mark which safe points can reach the target within the allowed hops

A safe-to-safe shot is allowed if squared distance ≤ q.
• Regime A: k ≥ n (hop limit effectively irrelevant)

If you can take at least n shots, then “reachable within k shots” collapses to “in the same connected component as t” (you can’t need more than n−1 hops on a connected n-vertex graph if you allow revisits).

Your code builds a graph using only Delaunay edges with length² ≤ q, and marks all vertices connected to t as reachable.
• Regime B: k < n (hop-limited)

You run a BFS from t over the implicit UDG, stopping expansion once distance (in hops) reaches k−1 (because the first shot is from the start point to some safe location).

For expanding a node u, you try to discover all safe points v with dist²(u,v) ≤ q by doing a local traversal over Delaunay adjacency starting from u’s vertex handle, only continuing locally through vertices that are within radius d from u.
1. Answer each query start point s_i

If there exists any reachable safe point within distance d of the start point, then s_i is “y”, else “n”. You build a second triangulation containing only reachable safe points and do a nearest-neighbor query; if nearest reachable point is within d, print “y”.",,,,,Default,https://expert.ethz.ch/solve/gtPibhk3aRkzxbuMR
The Empire Strikes Back,Distributing radiation intensity from constrained sources to targets while respecting proximity limits,Week 13,"Delaunay triangulation, Linear Programming",Rewrite it,You have 'a' radioactive particles (sources) with limited capacity and 's' shooting points (targets) that require radiation. There are also 'n' healthy cells (obstacles). Radiation intensity decays with the inverse squared distance. A particle can only irradiate a target if the target is closer to that particle than to any healthy cell. We need to determine if it is possible to power the targets.,"1. Visibility Check (Delaunay): Construct a Delaunay Triangulation of the 'n' healthy cells. For each shooting point, find the distance to the nearest healthy cell. A particle only contributes to a shooting point if the distance between them is smaller than this ""nearest healthy cell"" distance.
2. Linear Program (LP): Formulate the flow constraints.
• Variables: Intensity output for each particle.
• Constraints: Sum of (Intensity / distance^2) for valid pairs must meet demand; Individual particle intensity <= capacity.
• Solve using an exact LP solver (Rational arithmetic) to handle the precision of inverse squared distances correctly.",,,,,Default,https://expert.ethz.ch/solve/7wDAGGyqGpkfH32ne
Rumpelstitskin,2source → Single-flow pairing via reversed right source,Week 14,"Flow Conservation, MaxFlow",Rewrite it,"There are two independent supplies (West/Wheat and East/Barley) that must be paired 1-to-1 at islands to produce gold; each island can be used at most once and has a score, and the goal is to maximize the number of gold units and, among those, the total score.","We have a problem with the flow conservation, because we have 2 flows combined in 1 sink that count 1+1 → 1.

Transform the two-source problem into a single-source–single-sink flow by reversing the East network so its supply becomes demand; route flow asSource → West → Islands → East (reversed) → Sink, where flow conservation enforces the 1-to-1 pairing, island capacity-1 edges limit usage, and min-cost max-flow with cost (BIG − score) selects the highest-score islands while maximizing flow.",,,,,Default,https://expert.ethz.ch/solve/zFi8hdy7t2oLaGFke
James Bond's sovereign,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week03/james_bonds_sovereign
Nemean Lion,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week12/nemean_lion
Alastor Moody,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week12/alastor_moody
Hermione Granger,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week10/hermione_granger
Pied Piper,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week12/pied_piper
Lernaean Hydra,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week11/lernaean_hydra
Schneewittchen,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week13/schneewittchen
Ceryneian Hind,,,,Not Started,,,,,,,Not in 2025,https://github.com/tommasocerruti/algolab-2024/blob/main/src/week11/ceryneian_hind
Hand,,,,Not Started,,,,,,,Not in 2025,https://github.com/simon-hrabec/Algolab2020/tree/main/problems/Week%2011%20-%20Hand
Surveillance Photograph,,,,Not Started,,,,,,,Not in 2025,https://github.com/simon-hrabec/Algolab2020/tree/main/problems/Week%2008%20PotW%20-%20Surveillance%20Photograph
What is the Maximum,,,,Not Started,,,,,,,Not in 2025,https://github.com/simon-hrabec/Algolab2020/tree/main/problems/Week%2007%20-%20What%20is%20the%20Maximum
Build the sum,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week01-build_the_sum
Defensive Line,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week02-defensive_line
Tracking,,,,Not Started,,,,,,,Not in 2025,https://github.com/simon-hrabec/Algolab2020/tree/main/problems/Week%2006%20PotW%20-%20Tracking
Radiation,,,,Not Started,,,,,,,Not in 2025,https://github.com/simon-hrabec/Algolab2020/tree/main/problems/Week%2007%20-%20Radiation
GoldenEye,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week10-potw-goldeneye
Bonus Level,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week12-bonus_level
The Great Game,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week02-the_great_game
Deck of Cards,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week02-potw-deck_of_cards
The Iron Islands,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week11-the_iron_islands
From Russia with Love,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week03-potw-from_russia_with_love
Beach Bars,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week02-beach_bars
India,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week14-potw-india
Lannister,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week06-lannister
Phantom Menace,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week11-potw-phantom_menace
Strikesback,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week13/strikesback.pdf
Ludo Bagman,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week14/ludo_bagman.pdf
Rubeus Hagrid,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week12/rubeus_hagrid.pdf
Nemean Lion,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week12/nemean_lion.pdf
Marathon,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week13/marathon.pdf
Worldcup,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week11/worldcup.pdf
Car Sharing,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week12/car_sharing.pdf
Punch,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week13-punch
On Her Majesty's Secret Service,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week12/majestys_service.pdf
Hagrid,,,,Not Started,,,,,,,Not in 2025,https://github.com/haeggee/algolab/blob/main/problems/week13-hagrid
Suez,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week06/suez.pdf
The Hand's Tourney,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week10/hand.pdf
New York,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week10/new_york.pdf
Light the Stage,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week08/light_the_stage.pdf
Extra Exercise: New Tiles,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week10/new_tiles.pdf
Asterix in Switzerland,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week11/asterix_in_switzerland.pdf
Shopping Trip,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week07/shopping_trip.pdf
Octopussy,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week07/octopussy.pdf
Ceryneian Hind,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week11/ceryneian_hind.pdf
Casino Royale,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week09/casino_royale.pdf
Deck of cards,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week02/deck_of_cards.pdf
The Great Game,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week02/the_great_game.pdf
Defensive Line,“Lord Voldemort” → max sum of length of non-overlapping subarrays with each subarray having a sum of exactly K.,,,Not Started,,,,,,,Not in 2025,https://github.com/giacomocamposampiero/algolab/tree/main/problems/defensive-line
Beach Bars,,,,Not Started,,,,,,,Not in 2025,https://github.com/jlscheerer/AlgoLab2022/blob/main/statements/week02/beach_bars.pdf
